Player,Season,Gls_Contribution,Sh_Contribution,SoT_Contribution,xG_Contribution,G-xG_Contribution,Total_Player_Contribution_att,Pos_x,Team_Att_Score,xAG_Contribution,Ast_Contribution,KP_Contribution,PPA_Contribution,PrgP_Contribution,Total_Player_Contribution_mid,Pos_y,Team_Mid_Score,Age,Tkl_Contribution,TklW_Contribution,Int_Contribution,Squad,Blocks_Contribution,Clr_Contribution,Def 3rd_Contribution,Mid 3rd_Contribution,Att 3rd_Contribution,Total_Player_Contribution_def,Pos,Team_Def_Score,MarketValue,MarketValue.1,Has_DF,Role_Label,Role_Similarity,Role_Name
Malo Gusto,2023-2024,20.0,26.7273099534938,25.603395997574275,22.04420394251378,65.6867469879518,64.68680044290666,DF,79.60380314639538,37.92662590327959,44.47058823529412,37.84827015954747,40.69238900634249,37.32625890229626,41.55519497277143,DF,66.72130917713565,20.0,48.025763319880944,44.22455780569082,38.38542665388303,Chelsea,45.757575757575765,35.79195162757931,55.46461538461538,37.990180032733214,36.82847896440129,49.29740563944561,DF,32.39606953892656,35000000.0,35000000.0,True,DF_3,0.9958664022495526,Progressive Defender
Mamadou Coulibaly,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,25.942523555040456,20.0,20.0,20.0,20.0,20.0,20.0,DF,33.56534257236436,24.0,20.0,20.0,20.0,Salernitana,20.0,20.0,20.0,20.0,20.0,20.0,DF,25.40858318636084,300000.0,300000.0,True,DF_3,0.9974820980579975,Progressive Defender
Mamadou Sakho,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,41.43497950335888,20.0,20.0,20.0,20.0,20.27714738052383,20.044422565700746,DF,38.33171417492645,33.0,20.545780028817163,20.890103951425743,20.0,Montpellier,20.0,20.37636413952424,20.96306818181815,20.0,20.0,20.44281508942125,DF,42.22222222222218,800000.0,800000.0,True,DF_3,0.9979306294391281,Progressive Defender
Mamadou Sarr,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,47.7801386474363,20.0,20.0,20.0,20.0,20.0,20.0,DF,54.162946610557,17.0,20.0,20.0,20.0,Lyon,20.0,20.0,20.0,20.0,20.0,20.0,DF,36.969696969696834,1000000.0,1000000.0,True,DF_3,0.9974820980579975,Progressive Defender
Manu Sánchez,2023-2024,20.0,24.64141170667174,21.43981301129721,21.66878362609333,66.34960896216444,65.31270756933894,"DF,MF",46.77569591998798,35.145848915482425,49.71428571428571,32.73573773305584,41.43027224382886,37.90145414898788,41.2976890290129,"DF,MF",51.24879237361786,22.0,49.09608172766068,44.72718097520973,40.6176046176046,Celta Vigo,41.84052506633151,42.52304147465438,43.5728476821192,48.99651788540677,48.18428184281844,52.91923572202377,"DF,MF",35.70593149540519,8000000.0,8000000.0,True,DF_3,0.9922613713332098,Progressive Defender
Manuel Akanji,2023-2024,23.249516441005795,25.289261266509776,24.11764705882352,23.99388637767876,66.27219991075413,65.2984726606351,"DF,MF",93.36209301826456,21.77978168011389,20.0,25.574514194899947,27.78397078608493,43.376170709115215,27.0402849543862,"DF,MF",90.45467033099854,28.0,47.44524021119763,50.96978076239381,51.81361128142244,Manchester City,52.689501244742,64.15896096562432,49.63934426229507,42.95579533588581,40.45231071779743,59.21471513576616,"DF,MF",59.215686274509714,45000000.0,45000000.0,True,DF_2,0.9938065298779226,Ball Winning Defender
Manuel Gulde,2023-2024,23.55179704016912,27.372582540869733,21.659631791647943,23.7679377662844,66.28012048192771,65.3042928812079,DF,44.81746185049256,20.66137566137565,20.0,22.36858906150244,26.12592172433352,39.931668733765456,25.156281361549706,DF,40.51060196162257,32.0,42.89377289377288,44.32299731842731,49.62184873949579,Freiburg,42.68557130942452,52.60715080247892,45.73267326732673,40.93714285714283,24.24836601307188,49.77392098665044,DF,35.10673234811163,1500000.0,1500000.0,True,DF_2,0.9942547870172788,Ball Winning Defender
Manuel Lazzari,2023-2024,20.0,24.41904029972621,23.22091503267973,23.63902493948094,68.19277108433734,67.1713018039385,DF,44.465477646856826,28.4672166739036,33.86666666666665,26.35440207436304,29.5378274948484,33.20222744343512,31.052137941031475,DF,50.71058707678138,29.0,35.11838861236449,37.449106771915226,33.10992736077482,Lazio,39.16842847075404,36.66705069124424,37.01544401544398,31.096305269533595,32.74509803921568,39.77583343170883,DF,51.74603174603168,4000000.0,4000000.0,True,DF_1,0.9977731292834086,Traditional Balanced Defender
Marash Kumbulla,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,37.768334299143646,20.0,20.0,20.0,22.025506376594134,20.75027907317827,20.54083986349191,DF,41.39567040883298,23.0,21.99904046057892,22.176447726389423,20.0,Sassuolo,28.201417156641035,28.26921574871274,22.813278008298724,21.42346542346541,20.0,23.91669769383492,DF,27.365079365079325,4500000.0,4500000.0,True,DF_3,0.9922234589032799,Progressive Defender
Marc Bartra,2023-2024,20.0,21.47753187935629,20.0,20.77090961132512,66.1732644865175,65.1081716116405,DF,42.70212263644753,20.0,20.0,20.0,20.0,21.128976491099845,20.18095798796904,DF,51.97035996833424,32.0,21.952819871895,22.300109529025185,22.80248447204968,Betis,22.92977165015076,23.59918765138047,23.334426229508168,20.93948717948717,20.0,22.84952849906689,DF,44.97354497354495,1000000.0,1000000.0,True,DF_3,0.9971789172718039,Progressive Defender
Marc Cucurella,2023-2024,20.0,23.58789864186337,24.482716798059425,22.498471485294623,65.5582329317269,64.54740723997404,DF,79.60380314639538,24.58588104502501,28.15686274509804,30.5974104072313,24.994714587737835,30.073406338544338,28.177898770624164,DF,66.72130917713565,25.0,51.59267865150216,54.09382209689822,43.79290508149569,Chelsea,53.116883116883095,37.62822507264668,57.550769230769205,45.18625204582649,34.0237324703344,54.71610875865862,DF,32.39606953892656,25000000.0,25000000.0,True,DF_1,0.9890562570035659,Traditional Balanced Defender
Marc Guéhi,2023-2024,20.0,22.66413380901633,20.0,22.08906987266497,66.18690980136762,65.14192202021368,DF,51.27250874594896,23.32225913621261,24.83720930232557,24.63429323459211,24.60005111167901,38.537294776567855,26.98199305384984,DF,47.32343181641134,23.0,32.00439017697899,33.813876194432886,37.96019460415744,Crystal Palace,39.88304093567251,47.678801346198775,39.085790884718485,26.5545617173524,20.0,38.76698876819627,DF,35.10673234811163,38000000.0,38000000.0,True,DF_2,0.996217095046393,Ball Winning Defender
Marc Pubill,2023-2024,23.63636363636364,30.076891060045124,26.66907253699024,22.432243568379967,66.22190253551518,65.26168857054735,DF,43.80443414246775,29.398496240601503,44.96,34.06222502989418,33.03203159280384,30.677627065140697,36.10118317193172,DF,40.843445339401285,20.0,45.0843260321933,40.85762404456536,35.445002282062966,Almería,39.16842847075404,47.9538309143374,53.51694915254236,30.156618156618148,40.27290448343079,48.07288551326778,DF,27.365079365079325,4000000.0,4000000.0,True,DF_1,0.9910826803482703,Traditional Balanced Defender
Marco Friedl,2023-2024,23.39393939393939,24.142171681438697,21.73929411764706,20.721597695888544,65.859226379201,64.83577241419121,DF,44.198484750928245,20.601926163723903,20.0,20.72803983614196,23.64004044489383,36.37959936805797,23.690193595256744,DF,44.32988711655102,25.0,49.64471093610165,50.75550063501869,59.718309859154935,Werder Bremen,62.73146208630078,67.37585488273797,62.51485148514851,37.68908915352429,20.0,59.97510797397683,DF,37.63668430335096,7500000.0,7500000.0,True,DF_2,0.9916269021909278,Ball Winning Defender
Marco Pellegrino,2023-2024,20.0,21.21023968007577,20.0,20.0,66.26506024096385,65.1892411959783,DF,25.942523555040456,20.0,20.0,20.753873507747016,20.0,22.035386213713,20.49447441847379,DF,33.56534257236436,21.0,25.042355788624427,26.18989720349287,31.551459293394768,Salernitana,31.08394458027707,29.892473118279547,24.69204152249132,24.27039627039625,25.89569160997732,29.47394088272543,DF,25.40858318636084,3000000.0,3000000.0,True,DF_1,0.9942804259003621,Traditional Balanced Defender
Marcos Acuña,2023-2024,23.3201581027668,24.450799316254,25.43529411764706,21.13061019834652,66.87842278203723,65.8683583871098,DF,43.38033610198956,30.13970256872465,33.86666666666665,34.80748790698682,36.685639941453886,33.55712603062425,34.88662660216454,DF,48.77928169568211,31.0,35.99519174841986,35.300944599130844,24.11866727521678,Sevilla,32.520138089758326,29.33597574078936,37.84210526315789,34.270691333982455,23.61111111111111,34.97110546027566,DF,37.63668430335096,4000000.0,4000000.0,True,DF_3,0.993107003019979,Progressive Defender
Marcos Alonso,2023-2024,20.0,21.228763756811617,21.98549556809025,20.21806012846116,66.32530120481927,65.26037380062661,DF,81.70626488957568,21.86660029865604,20.0,22.55690139389031,21.86046511627907,22.366334725345304,21.790478070837825,DF,78.49661710218801,32.0,22.958299805935507,22.788011550333547,25.01612006670371,Barcelona,22.2706402871692,23.018795087702344,22.501845018450183,23.791652293894423,20.0,23.65826251604799,DF,45.97402597402594,2000000.0,2000000.0,True,DF_3,0.9958715424236914,Progressive Defender
Marcos Llorente,2023-2024,33.475935828877,35.21080187379443,40.96864735742013,31.118270908846824,66.592082616179,65.87643825202757,"MF,DF",67.09119395617367,45.31645569620253,37.33333333333333,36.925405215712935,43.79436964504283,41.59632349524615,42.68675908520167,"MF,DF",62.92806499284545,28.0,40.66286469956192,39.44620587613612,37.625,Atlético Madrid,52.25296442687748,32.7242403286824,39.8116883116883,38.21819245393388,37.40294511378846,45.26090873889802,"MF,DF",47.02104097452922,30000000.0,30000000.0,True,DF_3,0.9952371949277699,Progressive Defender
Marcos Senesi,2023-2024,31.748251748251747,25.80870139583676,24.96941176470587,26.05419175978045,65.77077540932962,64.88241495418454,DF,54.070353915824256,28.994708994709,46.66666666666667,32.418882422305884,42.11945031712473,51.44758001624257,41.28014808335062,DF,57.428804285098806,26.0,46.81252681252679,46.32970908022331,51.596638655462186,Bournemouth,60.88504088504089,58.46284879490548,51.5348837209302,43.06925814399122,30.4104104104104,56.84585021555596,DF,30.518834399431327,22000000.0,22000000.0,True,DF_2,0.9925542436272563,Ball Winning Defender
Marcus Coco,2023-2024,25.090909090909086,25.764732093126867,23.370725034199715,23.60031190820986,66.23969562460367,65.27197690524748,"DF,FW",29.816925289206527,28.403361344537814,20.0,30.19785254115962,39.656218402426695,34.39694799712309,30.709990516417825,"DF,FW",35.98063145970397,27.0,44.96052753784709,44.91785323110622,40.38554216867468,Nantes,43.09823902744253,35.71765763740584,52.02280130293157,32.8111888111888,41.010101010101,48.160077450315455,"DF,FW",36.969696969696834,1500000.0,1500000.0,True,DF_1,0.9947632402708363,Traditional Balanced Defender
Marcus Pedersen,2023-2024,20.0,21.594951631358114,20.0,20.425162461522262,66.22124863088717,65.15253354579276,DF,37.768334299143646,29.10093767236623,34.857142857142854,26.87355257063454,29.114778694673653,27.75288375617557,30.609275379138488,DF,41.39567040883298,23.0,43.98848552694706,46.11737271667312,32.07062600321026,Sassuolo,39.47836574702247,39.16954559928863,55.16597510373444,27.117327117327104,45.49019607843135,47.24531452245025,DF,27.365079365079325,5500000.0,5500000.0,True,DF_1,0.9858010660498177,Traditional Balanced Defender
Marcão,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,43.38033610198956,21.35196034249661,20.0,20.6438038220429,20.0,22.757381565550684,20.91467183937112,DF,48.77928169568211,27.0,24.36232502229632,24.37169845689452,24.11866727521678,Sevilla,28.34675872650556,24.10782932594732,24.46052631578948,24.75689711132747,20.0,25.439413925474245,DF,37.63668430335096,4000000.0,4000000.0,True,DF_3,0.9953019365247818,Progressive Defender
Marin Pongračić,2023-2024,20.0,26.22443350368989,24.43697478991596,24.711313030696896,66.35335234066035,65.37216306401973,DF,33.54709934968772,22.801120448179272,20.0,26.80081656459609,25.951724898049136,56.855213283590565,29.34254930682652,DF,41.95364671385828,25.0,44.01161492070581,47.06011210617872,73.36549165120591,Lecce,55.54425372607189,69.90458190922087,46.16842105263156,42.36874236874235,24.24836601307188,59.40256079615875,DF,37.63668430335096,7000000.0,7000000.0,True,DF_2,0.990123681216293,Ball Winning Defender
Mario Gila,2023-2024,20.0,24.41904029972621,23.22091503267973,21.81951246974047,67.22891566265059,66.19372550706437,DF,44.465477646856826,23.25662179765522,20.0,24.9423127245046,27.94818957904032,39.80334116515271,26.720060366798226,DF,50.71058707678138,22.0,38.60724752291017,33.5715274892674,41.84987893462469,Lazio,45.87737843551797,51.081797235023046,50.10424710424711,28.87704421562687,24.24836601307188,44.7074242679969,DF,51.74603174603168,13000000.0,13000000.0,True,DF_2,0.9959033028123937,Ball Winning Defender
Mario Hermoso,2023-2024,20.0,28.61945439515017,24.414452075246324,23.79648274936233,66.02409638554217,65.0435853634004,DF,67.09119395617367,23.61663652802892,24.33333333333333,31.066611102581525,31.8971848225214,56.06178545904313,32.68682894036474,DF,62.92806499284545,28.0,43.76229440449622,41.13718030014795,57.767857142857146,Atlético Madrid,44.189723320158095,53.81012430192757,51.91883116883115,33.93155893536122,33.92235609103078,52.57323955614026,DF,47.02104097452922,25000000.0,25000000.0,True,DF_2,0.988157103285251,Ball Winning Defender
Marius Bülter,2023-2024,22.349650349650336,31.066940094172097,28.15294117647059,24.41978588731733,66.23124075248361,65.2976968077354,"DF,FW",59.50808061296762,38.25993555316863,37.70212765957447,34.18415183651176,38.923223956674086,34.365166654966096,38.279602081268536,"DF,FW",51.01625933875387,30.0,31.762245804798987,32.20672162333542,29.027611044417764,Hoffenheim,36.96382713331863,27.298605844951283,30.667832167832145,27.61746361746361,45.1207729468599,36.39084021627416,"DF,FW",30.96681096681089,2500000.0,2500000.0,True,DF_3,0.9877614761774766,Progressive Defender
Marius Wolf,2023-2024,20.0,24.28367444074249,21.18158567774935,21.598878674197124,66.13654618473895,65.09793186273252,DF,67.83722876826991,27.5187969924812,24.244897959183668,26.60850555634272,33.35084601715211,33.220998938955894,29.26029614783332,DF,57.61692740216975,28.0,32.32984809627145,31.37132800866386,30.27205463858849,Dortmund,31.474372495254144,29.1813672253368,29.13131313131312,35.424416379640235,25.77777777777778,33.8862174782398,DF,47.02104097452922,3000000.0,3000000.0,True,DF_3,0.9954175365059311,Progressive Defender
Marnon Busch,2023-2024,20.0,23.071909392029056,21.907120743034056,20.42947883169,66.2504563709383,65.19554417360615,DF,39.65016204150838,22.337662337662337,20.0,24.18818615415008,31.246095105866,31.253931679541605,25.642561876129104,DF,31.951732181587246,28.0,26.18338804694875,28.62541073384446,30.671712393566683,Heidenheim,28.010995483997625,24.41831311686704,26.54019292604501,23.757948717948707,28.88888888888887,29.23238089999301,DF,36.969696969696834,1200000.0,1200000.0,True,DF_3,0.9958902988626895,Progressive Defender
Marten de Roon,2023-2024,20.0,27.149170948722173,23.310839056434737,21.756553560752906,66.22433395554046,65.20755076754205,"MF,DF",66.12452514326185,25.857468272046845,38.24561403508771,32.30004144218814,33.18439846182016,53.019408439467966,36.77531984773591,"MF,DF",67.80987554166101,32.0,64.08976676513377,59.311718418389,57.91596638655462,Atalanta,50.71710897797854,45.35492877407344,64.70329670329667,56.22119246215632,58.09523809523808,68.46558193988164,"MF,DF",48.11791383219955,7000000.0,7000000.0,True,DF_1,0.9901659865615465,Traditional Balanced Defender
Martin Hongla,2023-2024,20.0,21.833789566003126,21.76757532281205,20.794435021999348,66.29042485732403,65.23440069508617,"MF,DF",35.899384027643634,20.0,20.0,20.0,20.954991599610903,24.986529114712344,20.99756270807227,"MF,DF",37.83410640383531,25.0,23.712503712503683,22.706011210617856,26.906122448979584,Granada,26.1206120612061,24.811083570452464,22.017857142857125,25.94612138915936,20.0,25.22010223952303,"MF,DF",26.027727546714782,2500000.0,2500000.0,True,DF_3,0.9926762656973512,Progressive Defender
Martin Valjent,2023-2024,20.0,25.222986185580016,20.0,21.25344192359899,66.30361445783132,65.25801894456649,DF,33.39857918571459,26.26159554730983,27.70370370370369,25.311381531853968,25.343889163780293,36.90599021195392,28.46015404847672,DF,39.40128930488396,27.0,36.744149397210606,35.65022978511983,45.60626223091976,Mallorca,49.03835098957048,61.13252516950891,38.56195965417867,33.0391459074733,29.96168582375477,47.624127687304274,DF,45.97402597402594,6000000.0,6000000.0,True,DF_2,0.9963472071782414,Ball Winning Defender
Marvin Friedrich,2023-2024,20.0,26.408098350379017,23.01960784313724,22.183414963688563,66.19702338766831,65.18172520465633,DF,49.3099821861653,21.207243460764587,20.0,23.12434207756115,20.96230954290295,29.01598601547627,22.635978778934582,DF,47.12142675439897,27.0,33.3509798458252,35.01555182152942,36.45302445302444,Gladbach,44.81590094493318,49.164719751366405,38.63917525773196,26.84646527561508,26.56565656565656,41.004179156648405,DF,30.518834399431327,3500000.0,3500000.0,True,DF_2,0.996722753632801,Ball Winning Defender
Marvin Senaya,2023-2024,24.24242424242423,31.278900379328743,27.30795847750864,24.846243236826645,66.29773330610577,65.37730622437493,"DF,MF",35.9629128839096,38.92744479495266,28.666666666666654,37.5275590551181,44.19458075528057,40.90056929721241,39.06477766496997,"DF,MF",37.10481617957295,22.0,59.23278116826503,66.68281481015445,58.07986825854259,Strasbourg,60.6030750858337,48.74494911955888,60.6372239747634,49.35897435897434,61.26984126984126,69.43424878312612,"DF,MF",40.57142857142859,2000000.0,2000000.0,True,DF_1,0.9945529483645819,Traditional Balanced Defender
Masaya Okugawa,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,"FW,DF",45.80902710707616,20.0,20.0,20.0,20.0,20.28616624866752,20.045868154910004,"FW,DF",39.575030121684776,27.0,20.0,20.0,20.0,Augsburg,20.0,20.793108475586173,20.0,20.0,20.0,20.145016299486105,"FW,DF",33.96825396825386,1500000.0,1500000.0,True,DF_3,0.9971720803129024,Progressive Defender
Mason Holgate,2023-2024,20.0,22.00698080279232,20.0,22.65088239716757,66.34428123452714,65.30261458254644,DF,30.82995299723133,23.32225913621261,20.0,20.909341585220115,22.53699788583509,24.784868010808538,22.30521733726417,DF,28.48047550748124,26.0,25.71798879274196,25.83073032872228,30.187192118226584,Sheffield Utd,29.62150689777148,31.06698391077067,24.51999999999999,26.818858560794023,23.35917312661496,29.31484176144098,DF,20.0,5000000.0,5000000.0,True,DF_1,0.9933131697886501,Traditional Balanced Defender
Matej Maglica,2023-2024,25.454545454545453,25.961329117204905,23.95294117647057,23.14330637187362,66.17539927150462,65.20757880565796,DF,25.145837357542973,26.57894736842105,20.0,26.96459300203368,25.556698909240577,38.62696540495743,27.294792495590983,DF,33.79837371614545,24.0,41.11486486486486,41.93293297027115,42.36683190626408,Darmstadt 98,49.87878787878788,57.51504050997594,47.97029702970296,34.30691136274891,20.0,48.08640233145409,DF,23.986710963455007,2000000.0,2000000.0,True,DF_2,0.9973639236499973,Ball Winning Defender
Mateu Morey,2023-2024,20.0,20.47596382674916,21.18158567774935,20.0,66.26506024096385,65.1915228163961,DF,67.83722876826991,20.469924812030065,20.0,20.60077323239477,20.0,21.34450836667345,20.463940210934123,DF,57.61692740216975,23.0,21.23298480962713,21.895221334777283,21.28400682982356,Dortmund,22.868593123813515,21.377205083800504,21.14141414141412,21.402219670876374,20.0,21.757013881648945,DF,47.02104097452922,800000.0,800000.0,True,DF_3,0.9977923781850733,Progressive Defender
Mateus Lusuardi,2023-2024,20.0,20.52356020942407,20.0,20.369464322458214,66.31860776439089,65.24425223125988,DF,42.91417165668662,20.0,20.0,20.0,20.0,22.94453416049757,20.47196463468486,DF,45.79796015706118,19.0,21.23977188197372,21.047668936616027,25.34914048606992,Frosinone,23.755090771036063,22.92314251838352,21.38934426229508,21.25264957264956,20.0,22.697170129996795,DF,29.66183574879229,300000.0,300000.0,True,DF_3,0.9953439449054944,Progressive Defender
Mateusz Wieteska,2023-2024,20.0,22.179526663665868,20.0,21.18331929850253,66.41724793912492,65.35823909922121,DF,39.33251776017856,24.418262150220908,26.933333333333326,23.54092102123597,24.830053667262963,29.68191507326816,26.158677683775693,DF,40.22427393082936,26.0,28.758758758758752,31.780455153949127,37.0264150943396,Cagliari,31.04882606223088,36.95852534562212,31.216911764705863,24.165214096248576,28.88888888888887,34.65147091153561,DF,30.084033613445254,3000000.0,3000000.0,True,DF_1,0.9938537737341816,Traditional Balanced Defender
Mathías Olivera,2023-2024,22.828282828282823,24.529862626992053,21.109243697478984,21.377969541415823,66.19993487463367,65.17715465084092,DF,58.877084540596215,24.49550449550448,25.777777777777764,28.93423533325938,30.09699661096178,36.47213947748203,29.27331427770736,DF,71.53141046050538,25.0,49.582998059355305,50.00960898809963,46.74570243034973,Napoli,61.09470776137443,33.83372988846333,61.83404255319148,37.83836416747809,37.50841750841751,54.50154178275703,DF,42.22222222222218,15000000.0,15000000.0,True,DF_1,0.9887514961569364,Traditional Balanced Defender
Matija Nastasić,2023-2024,29.25619834710744,24.642654387182223,23.319263583295896,24.17813974532996,66.13654618473895,65.19656747510419,DF,33.39857918571459,24.174397031539872,20.0,23.79384395132426,28.55022266204848,37.73743235352544,26.481009294346105,DF,39.40128930488396,30.0,37.23662437948152,34.78077257483542,45.60626223091976,Mallorca,56.8563685636856,61.86703454753587,45.40057636887608,29.027101012866115,20.0,47.194705328638136,DF,45.97402597402594,1500000.0,1500000.0,True,DF_2,0.9960798643607216,Ball Winning Defender
Mats Hummels,2023-2024,26.7379679144385,27.61542122798665,27.08951406649616,28.5273529290514,66.22222222222221,65.34577680851744,DF,67.83722876826991,24.229323308270665,20.0,25.406959091553123,25.006567256432035,38.37494767787089,26.22072621284586,DF,57.61692740216975,34.0,52.057605050305774,52.21876269121427,62.37222538417756,Dortmund,51.55452436194896,57.643605623880944,58.80808080808078,36.82663605051664,54.66666666666667,63.393122739541816,DF,47.02104097452922,5000000.0,5000000.0,True,DF_1,0.9854230554774861,Traditional Balanced Defender
Matt Doherty,2023-2024,23.249516441005795,25.100092392978112,24.26297577854672,22.898752200186102,66.90763052208834,65.91522899129777,"DF,MF",45.13939862211061,28.76010781671157,20.0,28.874713445629425,27.35623236353019,28.547882853207145,27.010027430624007,"DF,MF",40.5659075722588,31.0,34.171817284131215,34.12160268982906,27.943661971830966,Wolves,32.21703197987781,36.36456733230924,33.8867469879518,31.41077545935844,35.007215007214995,37.30382601327098,"DF,MF",31.42857142857129,3000000.0,3000000.0,True,DF_3,0.9934635725559846,Progressive Defender
Matt Targett,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,84.38907131972613,20.0,20.0,20.5511811023622,20.0,20.417946081868926,20.189990701729087,DF,67.59282654935198,27.0,21.02220223248966,20.0,20.0,Newcastle Utd,20.82921773062616,20.845439679987,21.07278481012657,21.10963052695335,20.0,20.794491847651457,DF,32.9032258064516,10000000.0,10000000.0,True,DF_3,0.9974393241337336,Progressive Defender
Matteo Darmian,2023-2024,23.51097178683385,24.152374074742728,25.54621848739495,22.596644394156463,66.3526834611172,65.36593577412113,DF,88.03425407250015,26.937307297019515,23.46666666666665,31.68503937007874,28.04640519397584,34.460934432665866,29.15383039405929,DF,74.19843063048502,33.0,50.03003003002999,43.12051946102165,34.963265306122445,Inter,50.48567870485678,47.52816180235535,50.94047619047616,39.304531085353005,61.86795491143316,55.73983531152236,DF,90.99567099567088,4000000.0,4000000.0,True,DF_1,0.982596896247421,Traditional Balanced Defender
Matteo Gabbia,2023-2024,20.0,20.0,20.0,20.0,66.26506024096385,65.18443578523363,DF,60.326229261906285,20.52910052910052,20.0,20.64027612986732,20.74089318789873,21.87955020706984,20.726757711911723,DF,57.51906321121511,23.0,25.86524024024024,25.81636892397174,28.4812030075188,Villarreal,25.33835766996386,33.1541413327259,24.708333333333304,27.97677793904208,20.0,28.52322311701387,DF,31.42857142857129,8000000.0,8000000.0,True,DF_1,0.9911350020691808,Traditional Balanced Defender
Matteo Lovato,2023-2024,20.0,20.55749466744231,20.0,20.0,66.26506024096385,65.18664938879425,DF,32.57613804648767,20.0,20.0,20.0,20.0,20.97635716349579,20.15649540024809,DF,45.102177548001286,23.0,27.172777873414795,28.587075575027363,32.73469387755101,Torino,32.24122412241224,24.853450014740325,28.188405797101424,26.61610689779702,20.0,29.50773071004797,DF,55.97883597883584,4000000.0,4000000.0,True,DF_1,0.9951522951127976,Traditional Balanced Defender
Matteo Ruggeri,2023-2024,20.0,25.36187821154164,24.414452075246324,21.46379463396075,66.23112166977769,65.20861400765756,DF,66.12452514326185,28.786202408070288,34.59649122807017,32.83482585271806,40.435817615821264,46.34132583373288,37.12780392281148,DF,67.80987554166101,21.0,35.98254045236098,33.71339014594964,41.8016806722689,Atalanta,59.249639249639245,40.65957159368946,37.38461538461536,27.92338585109667,45.39682539682539,45.81965261843664,DF,48.11791383219955,20000000.0,20000000.0,True,DF_3,0.9832173362103209,Progressive Defender
Matthias Bader,2023-2024,25.454545454545453,30.134259499248337,21.97647058823528,23.66719076718589,66.19781451386942,65.24384172430484,"DF,MF",25.145837357542973,41.616541353383454,39.80952380952381,33.92918600406737,44.44947520065857,40.12914003438949,41.639376805355305,"DF,MF",33.79837371614545,26.0,50.76737451737449,46.11063448841805,45.41685443893645,Darmstadt 98,42.66666666666667,28.15544358912518,55.8019801980198,35.73760249902381,58.51851851851851,52.96724810417156,"DF,MF",23.986710963455007,1800000.0,1800000.0,True,DF_3,0.9863684350521155,Progressive Defender
Matthias Ginter,2023-2024,20.0,24.30067314884068,26.63852716659181,24.795557157089256,66.47590361445782,65.49857311726227,DF,44.81746185049256,29.259259259259245,33.0,23.94764843583739,29.18888258650028,56.63117497016356,34.17336968486036,DF,40.51060196162257,29.0,37.94376794376794,35.86282433810477,38.95798319327732,Freiburg,57.80928551570752,56.98128078817733,41.257425742574256,34.49494505494505,24.24836601307188,46.768864565109,DF,35.10673234811163,10000000.0,10000000.0,True,DF_2,0.9865902112011672,Ball Winning Defender
Matthieu Udol,2023-2024,33.090909090909086,34.036552853884935,34.35738068812431,26.92691589357336,68.19277108433734,67.38206295948031,DF,30.202390917090547,48.63300492610837,44.96,51.959082037822185,59.65728274173805,55.03995650992118,54.20967962469167,DF,24.063648786184785,27.0,53.06242185245743,57.37104105042925,66.30541871921181,Metz,81.42191142191142,57.33315651626164,61.55483870967741,38.48171500630515,40.93397745571658,66.99266990367005,DF,35.10673234811163,2500000.0,2500000.0,True,DF_3,0.9880702623768074,Progressive Defender
Matthijs de Ligt,2023-2024,23.284457478005866,25.326584121154973,25.6963781145646,23.37634884349727,66.30213160333642,65.32706250280276,DF,96.0114180241667,20.32516800346845,20.0,21.385577790918425,20.548390372702343,36.42780032149834,23.135339396810515,DF,87.8742932335431,23.0,29.745322245322228,32.53310455444067,41.26190476190476,Bayern Munich,35.263748597081914,51.69415730556016,25.97356828193832,31.805074506645187,28.49673202614377,39.39123520615813,DF,44.97354497354495,65000000.0,65000000.0,True,DF_2,0.9873881489437675,Ball Winning Defender
Mattia Bani,2023-2024,27.10359408033826,25.459796642356928,29.1349480968858,25.68788772053323,66.37068823238157,65.46473065640559,DF,35.52593737256669,20.93984962406015,20.0,21.55800524934381,21.12629054124517,31.15730112622273,22.598631667409467,DF,33.4792084366575,29.0,34.05405405405405,29.58378970427163,41.356282271944906,Genoa,65.49390003935456,62.01282912257138,39.37142857142855,27.98754282155092,24.585537918871232,46.02716700994171,DF,44.97354497354495,2500000.0,2500000.0,True,DF_2,0.9848584013624606,Ball Winning Defender
Mattia Caldara,2023-2024,20.0,20.43472508363732,20.0,20.51122253681529,66.24538972215392,65.1727227074472,DF,73.97463138239651,20.0,20.0,20.0,20.0,20.41474955351812,20.06647812891354,DF,63.55141833700728,29.0,20.58652402402402,21.013061254025107,21.27891156462583,Milan,21.122946082074115,20.52608564028388,21.237226277372244,20.0,20.0,20.891205646831747,DF,41.37998056365401,800000.0,800000.0,True,DF_3,0.9982010926689521,Progressive Defender
