Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions_x,Tkl+Int,Clearances,Errors,Source_League,Interceptions_y
es ESP,DF,Ibiza,21,2000,34,24,"2,222",24.7,0,2,2,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08,,,,,,,,,,,,,700000.0,Javier Vázquez López,1108,Jesús López,19,60,72,187,75,Right,60,DF,12,500000,950,53,12,9,11,15,6,64,8,11,14,16,15,156,34,18,22,50,32,179,44,51,30,44,10,89,25,15,9,25,15,34,9,13,12,301,59,64,58,59,61,3,Medium,Medium,1,,2.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,15.0
es ESP,DF,CD Mirandés,23,1999,9,1,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,David Vicente,3029,David Vicente,23,62,69,177,67,Right,62,DF,7,750000,1000,223,57,37,49,50,30,229,57,38,40,36,58,346,67,69,73,63,74,256,31,62,71,56,36,261,54,59,59,43,46,171,51,62,58,47,9,12,6,7,13,2,Medium,Medium,1,,4.0,,,,,,,,,,,5.0,,,,Laliga2,59.0
es ESP,DF,FC Andorra,23,1999,18,15,"1,226",13.6,0,1,1,0,0,0,5,1,0.0,0.07,0.07,0.0,0.07,,,,,,,,,,,,,400000.0,Martí Vilà,2697,Martí Vilà,23,64,71,166,72,Left,65,DF,7,1100000,2000,258,63,37,57,63,38,269,61,43,40,62,63,320,68,64,66,63,59,273,46,57,73,53,44,269,58,56,63,43,49,181,54,64,63,48,10,8,12,6,12,2,Medium,Medium,1,,17.0,,,,,,,,,,,14.0,,,,Laliga2,56.0
ar ARG,DF,Lanús,19,2003,4,0,50,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Brian Aguilar,3062,B. Aguilar,19,62,76,179,76,Right,64,DF,14,875000,1000,220,47,33,63,51,26,192,42,31,27,46,46,286,55,54,48,60,69,248,32,65,53,70,28,242,57,62,46,38,39,192,64,64,64,38,8,7,9,6,8,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Barracas Central,22,2000,26,25,"2,252",25.0,4,0,4,4,0,0,1,0,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,,400000.0,Francisco Álvarez,1974,F. Álvarez,22,68,77,180,74,Right,70,DF,9,2500000,5000,222,31,27,71,65,28,220,53,31,29,50,57,311,63,65,55,66,62,283,43,67,76,73,24,236,67,67,25,31,46,203,71,67,65,46,9,14,12,5,6,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Belgrano,22,2000,19,17,"1,237",13.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4000000.0,Juan Barinaga,3208,J. Barinaga,22,61,68,175,77,Right,64,DF,7,675000,2000,273,56,50,48,66,53,303,66,56,55,63,63,338,69,68,67,54,80,290,60,56,65,49,60,269,42,50,55,63,59,160,50,55,55,44,12,5,8,13,6,3,High,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Gimnasia–LP,23,2000,14,13,"1,143",12.7,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,,,,,,,,,,,,,250000.0,Bautista Barros Schelotto,2510,B. Barros Schelotto,22,65,71,181,76,Right,65,DF,6,1100000,4000,249,64,38,51,66,30,248,62,45,32,55,54,320,69,74,61,59,57,253,29,62,70,57,35,279,54,61,59,57,48,187,62,65,60,46,7,10,8,15,6,2,High,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"MF,DF",Estudiantes,21,2001,16,16,"1,403",15.6,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,,,,,,,,,,,,,3200000.0,Gastón Benedetti,1950,G. Benedetti,21,68,77,175,67,Left,68,DF,9,2600000,4000,272,59,58,57,66,32,272,67,58,36,53,58,319,64,70,70,68,47,319,63,57,87,52,60,277,54,62,57,64,40,197,66,67,64,45,9,7,12,11,6,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Atlé Tucumán,22,2000,3,3,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Moisés Brandán,3466,M. Brandán,21,59,67,182,76,Right,59,DF,8,475000,1000,191,52,28,53,29,29,204,68,37,33,29,37,302,68,59,55,58,62,246,34,59,63,59,31,233,54,52,45,40,42,195,58,69,68,42,6,7,8,9,12,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
py PAR,DF,Lanús,22,2000,20,20,"1,800",20.0,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,,1000000.0,Juan Cáceres,1958,J. Cáceres,22,68,75,173,62,Right,68,DF,7,2300000,6000,281,65,38,65,64,49,277,62,49,44,58,64,369,79,81,74,57,78,322,59,77,77,65,44,284,69,60,58,49,48,188,59,66,63,46,8,7,12,10,9,3,Medium,Medium,1,,33.0,,,,,,,,,,,22.0,,,,LigaProfesionalArgentina,60.0
ar ARG,DF,Defensa y Just,23,1999,18,18,"1,529",17.0,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,2500000.0,Nazareno Colombo,1571,N. Colombo,23,71,79,184,78,Right,73,DF,8,3900000,8000,235,35,35,66,64,35,221,38,28,31,57,67,335,67,66,65,66,71,323,56,73,83,78,33,271,75,72,37,48,39,212,71,72,69,67,14,15,15,10,13,3,Low,High,1,,11.0,,,,,,,,,,,37.0,,,,LigaProfesionalArgentina,72.0
ar ARG,DF,Independiente,23,1999,24,24,"2,160",24.0,1,1,2,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,,,,,,,,,,,,,3000000.0,Ayrton Costa,1810,A. Costa,22,69,73,179,75,Left,71,DF,4,1900000,6000,268,55,42,65,65,41,264,59,44,42,59,60,341,69,70,71,65,66,317,55,74,73,69,46,304,74,72,56,56,46,209,69,72,68,40,10,5,6,11,8,3,High,Medium,1,,10.0,,,,,,,,,,,16.0,,,,LigaProfesionalArgentina,72.0
uy URU,DF,Independiente,22,2000,15,13,"1,131",12.6,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Edgar Elizalde,1954,E. Elizalde,22,68,75,179,78,Left,71,DF,7,2300000,5000,250,55,34,70,61,30,247,55,41,29,64,58,334,69,73,58,62,72,285,33,77,65,76,34,270,72,64,34,45,55,211,70,72,69,48,6,14,14,5,9,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"MF,DF",Vélez Sarsfield,22,2001,9,7,546,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,600000.0,Damián Fernández,2315,D. Fernández,21,66,73,180,77,Right,68,DF,7,1600000,3000,217,29,29,63,65,31,230,53,39,27,56,55,328,72,70,63,58,65,302,47,82,78,72,23,274,80,63,35,48,48,198,60,67,71,43,6,7,6,13,11,3,Low,Medium,1,,1.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,63.0
ar ARG,DF,Estudiantes,20,2002,2,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6000000.0,Nicolás Fernández,559,N. Fernández,22,70,77,172,66,Left,72,DF,7,3100000,9000,308,65,60,52,67,64,343,77,68,62,64,72,381,84,82,83,63,69,324,67,59,72,58,68,307,66,60,64,62,55,189,60,64,65,58,15,10,14,7,12,3,High,Medium,1,23.0,12.0,10.0,7.0,6.0,9.0,17.0,52.9,8.0,7.0,0.0,7.0,5.0,28.0,2.0,1.0,Laliga,60.0
ar ARG,DF,Gimnasia–LP,23,1999,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,7000000.0,Tomás Fernández,2725,T. Fernández,18,64,75,175,68,Right,66,DF,11,1200000,1000,281,57,54,45,70,55,343,71,70,59,71,72,329,67,63,74,55,70,276,65,48,55,56,52,264,48,44,49,60,63,136,46,44,46,46,13,6,8,8,11,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
cl CHI,DF,Talleres,23,1999,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1500000.0,Vicente Fernández,2744,V. Fernández,23,64,71,180,66,Left,64,DF,7,1100000,3000,247,64,26,54,64,39,263,63,47,31,62,60,329,69,71,67,57,65,267,33,66,71,65,32,252,51,56,57,55,33,181,58,64,59,48,12,7,12,11,6,3,Medium,Medium,1,12.0,6.0,4.0,6.0,2.0,5.0,9.0,55.6,4.0,8.0,1.0,7.0,10.0,22.0,9.0,1.0,Laliga,56.0
ar ARG,"MF,DF",Tigre,23,1999,15,6,683,7.6,0,3,3,0,0,0,1,0,0.0,0.4,0.4,0.0,0.4,,,,,,,,,,,,,1300000.0,Martín Garay,1822,M. Garay,23,69,75,171,69,Right,70,DF,6,2100000,5000,247,65,45,46,58,33,275,67,55,37,51,65,383,80,76,73,71,83,250,41,58,74,38,39,260,46,64,62,46,42,202,67,68,67,48,14,7,15,7,5,3,High,Medium,1,,20.0,,,,,,,,,,,18.0,,,,LigaProfesionalArgentina,64.0
ar ARG,"MF,DF",Vélez Sarsfield,21,2001,8,6,590,6.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,400000.0,Joaquín García,723,Joan García,21,66,77,195,77,Right,66,DF,11,1700000,3000,68,13,6,12,30,7,81,12,12,12,25,20,234,44,40,43,65,42,216,50,67,35,55,9,104,24,13,6,43,18,34,7,13,14,325,65,64,66,65,65,3,Medium,Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laliga,13.0
ar ARG,"DF,MF",Sarmiento,23,1999,23,18,"1,643",18.3,0,1,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,,400000.0,Manuel García,2158,M. García,23,67,76,180,75,Right,69,DF,9,2100000,4000,259,51,44,60,66,38,261,57,45,40,61,58,300,53,59,57,68,63,286,48,61,65,67,45,288,73,61,49,58,47,211,69,72,70,60,7,14,13,12,14,3,Low,High,1,,2.0,,,,,,,,,,,1.0,,,,Laliga2,61.0
ar ARG,"DF,MF",Sarmiento,23,1999,23,18,"1,643",18.3,0,1,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,,400000.0,Manuel García,2158,M. García,23,67,76,180,75,Right,69,DF,9,2100000,4000,259,51,44,60,66,38,261,57,45,40,61,58,300,53,59,57,68,63,286,48,61,65,67,45,288,73,61,49,58,47,211,69,72,70,60,7,14,13,12,14,3,Low,High,1,,15.0,,,,,,,,,,,5.0,,,,Laliga2,61.0
ar ARG,"DF,MF",Sarmiento,23,1999,23,18,"1,643",18.3,0,1,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,,400000.0,Manuel García,2158,M. García,23,67,76,180,75,Right,69,DF,9,2100000,4000,259,51,44,60,66,38,261,57,45,40,61,58,300,53,59,57,68,63,286,48,61,65,67,45,288,73,61,49,58,47,211,69,72,70,60,7,14,13,12,14,3,Low,High,1,,4.0,,,,,,,,,,,1.0,,,,LigaProfesionalArgentina,61.0
ar ARG,"DF,MF",Sarmiento,23,1999,23,18,"1,643",18.3,0,1,1,0,0,0,6,1,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,,400000.0,Manuel García,2158,M. García,23,67,76,180,75,Right,69,DF,9,2100000,4000,259,51,44,60,66,38,261,57,45,40,61,58,300,53,59,57,68,63,286,48,61,65,67,45,288,73,61,49,58,47,211,69,72,70,60,7,14,13,12,14,3,Low,High,1,,43.0,,,,,,,,,,,25.0,,,,LigaProfesionalArgentina,61.0
ar ARG,DF,San Lorenzo,23,1999,19,19,"1,710",19.0,1,1,2,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,,,,,,,,,,,,,3000000.0,Federico Gattoni,1376,F. Gattoni,23,74,80,183,79,Right,76,DF,6,6000000,17000,301,50,55,72,70,54,286,61,49,45,63,68,342,68,73,62,70,69,364,70,76,80,73,65,300,75,72,48,54,51,228,76,75,77,49,14,5,11,8,11,4,Medium,High,1,,6.0,,,,,,,,,,,13.0,,,,LigaProfesionalArgentina,72.0
ar ARG,"DF,MF",Unión,23,1999,16,3,516,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Francisco Gerometta,2155,F. Gerometta,22,67,72,175,72,Right,67,DF,5,1500000,4000,241,58,47,49,55,32,269,62,49,41,54,63,373,80,82,75,59,77,312,57,59,90,57,49,299,77,60,60,53,49,184,60,61,63,51,8,11,9,9,14,3,Medium,Medium,1,,54.0,,,,,,,,,,,45.0,,,,LigaProfesionalArgentina,60.0
ar ARG,DF,Cen. Córdoba–SdE,22,2000,4,3,311,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,500000.0,José Gómez,3222,J. Gómez,22,61,70,173,79,Right,62,DF,9,700000,2000,206,46,33,55,42,30,212,64,37,32,36,43,325,65,64,64,54,78,249,35,62,67,59,26,242,60,58,40,38,46,198,63,69,66,36,6,12,6,5,7,2,Low,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Vélez Sarsfield,19,2003,15,13,"1,116",12.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10000000.0,Valentín Gómez,1422,Víctor Gómez,22,73,82,169,68,Right,74,DF,9,6500000,12000,292,76,40,62,72,42,334,71,71,50,68,74,382,82,78,76,70,76,334,65,65,80,64,60,310,67,64,66,67,46,200,67,67,66,50,11,9,12,12,6,4,High,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"MF,DF",San Lorenzo,20,2003,2,2,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,175000.0,Ezequiel Herrera,3324,E. Herrera,19,60,72,180,76,Right,60,DF,12,550000,1000,222,56,35,54,47,30,236,55,47,34,44,56,325,72,70,65,55,63,273,49,62,60,66,36,245,42,57,56,52,38,176,60,58,58,37,10,6,8,6,7,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Unión,19,2003,6,2,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50000.0,Juan Ludueña,2926,J. Ludueña,19,63,74,177,75,Right,65,DF,11,975000,1000,210,35,25,63,52,35,196,42,33,30,44,47,265,54,53,49,57,52,289,45,76,66,73,29,237,69,58,37,33,40,193,61,67,65,46,10,6,12,13,5,4,Low,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Newell's OB,23,1999,16,11,997,11.1,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,,,,,,,,,,,,,400000.0,Facundo Mansilla,2147,F. Mansilla,23,67,75,190,79,Left,69,DF,8,2100000,4000,218,34,28,67,57,32,225,51,30,32,53,59,272,51,55,49,64,53,270,43,71,59,72,25,236,67,66,26,31,46,207,68,72,67,48,5,5,11,12,15,3,Low,Medium,1,,20.0,,,,,,,,,,,30.0,,,,LigaProfesionalArgentina,66.0
ar ARG,DF,Gimnasia–LP,20,2002,2,1,104,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,150000.0,Diego Mastrángelo,2905,D. Mastrángelo,19,63,73,176,73,Right,65,DF,10,975000,2000,225,39,20,71,62,33,214,45,28,26,57,58,307,60,64,61,59,63,261,47,70,60,59,25,266,61,64,43,54,44,187,65,63,59,49,11,8,7,12,11,2,Low,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Godoy Cruz,18,2004,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Mateo Mendoza,2915,M. Mendoza,17,63,74,184,74,Right,65,DF,11,925000,500,216,44,25,57,55,35,214,50,37,32,43,52,284,61,63,53,49,58,270,45,69,68,65,23,232,55,67,29,33,48,201,62,70,69,60,12,14,7,14,13,4,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"DF,MF",Colón,23,1999,25,22,"1,871",20.8,2,3,5,2,0,0,2,0,0.1,0.14,0.24,0.1,0.24,,,,,,,,,,,,,1500000.0,Eric Meza,1566,E. Meza,23,71,76,175,72,Right,72,DF,5,2600000,7000,284,67,57,54,67,39,321,73,69,46,64,69,385,82,81,82,69,71,348,73,63,75,70,67,312,64,64,73,66,45,197,58,70,69,60,14,11,8,15,12,3,High,High,1,,17.0,,,,,,,,,,,14.0,,,,LigaProfesionalArgentina,64.0
ar ARG,DF,Unión,19,2004,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1200000.0,Lisandro Morales,1565,L. Morales,22,71,79,187,76,Right,71,DF,8,3600000,7000,112,19,17,21,36,19,120,19,26,16,31,28,270,51,53,47,63,56,243,50,69,44,65,15,161,37,28,14,57,25,70,24,23,23,350,71,68,67,72,72,3,Medium,Medium,1,,2.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,28.0
ar ARG,DF,Belgrano,19,2003,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Matias Moreno,952,Marco Moreno,21,62,74,191,78,Right,64,DF,12,925000,5000,192,32,22,54,58,26,203,41,31,25,56,50,255,49,65,44,56,41,301,63,68,64,76,30,213,72,55,26,27,33,188,59,65,64,49,12,7,12,10,8,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,"DF,MF",Racing Club,23,1999,21,19,"1,527",17.0,2,2,4,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,,,,,,,,,,,,,2000000.0,Facundo Mura,1489,F. Mura,23,72,76,172,74,Right,73,DF,4,3100000,11000,276,72,50,55,69,30,298,70,52,41,66,69,378,81,80,76,67,74,333,67,66,79,66,55,328,69,69,73,70,47,199,64,69,66,56,11,11,12,8,14,3,High,Medium,1,,10.0,,,,,,,,,,,17.0,,,,LigaProfesionalArgentina,69.0
ar ARG,DF,Estudiantes,22,2000,16,15,"1,293",14.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2700000.0,Santiago Núñez,1951,S. Núñez,22,68,78,186,86,Right,70,DF,10,2500000,5000,204,22,24,64,62,32,183,35,25,23,54,46,300,55,63,51,66,65,292,33,71,85,80,23,266,70,65,48,35,48,205,68,70,67,62,11,15,15,8,13,3,Low,High,1,,,,,,,,,,,,,,,,,,
ar ARG,"DF,MF",Tigre,23,1999,12,9,750,8.3,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,,2000000.0,Martín Ortega,2925,M. Ortega,22,63,70,183,75,Right,63,DF,7,925000,2000,227,61,29,46,58,33,253,59,47,38,52,57,329,68,72,66,58,65,263,38,61,69,64,31,246,54,55,53,44,40,183,53,66,64,47,5,6,13,12,11,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Talleres,19,2003,4,2,174,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2800000.0,Tiago Palacios,3219,T. Palacios,19,61,76,195,80,Left,63,DF,15,725000,1000,180,34,26,62,39,19,161,32,29,24,38,38,241,54,55,45,53,34,294,55,58,63,74,44,224,60,62,24,27,51,189,64,64,61,60,10,13,10,14,13,2,Medium,Medium,1,,0.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,62.0
ar ARG,DF,Unión,20,2002,11,11,894,9.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2000000.0,Nicolás Paz,2335,N. Paz,19,66,75,180,73,Right,68,DF,9,1700000,2000,248,61,34,56,61,36,251,54,47,35,55,60,333,64,66,65,66,72,298,49,71,64,75,39,273,77,63,46,43,44,197,64,63,70,51,14,8,7,14,8,4,Medium,High,1,,,,,,,,,,,,,,,,,,
ar ARG,"DF,MF",Barracas Central,23,1999,22,22,"1,790",19.9,1,0,1,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,,,,,,,,,,,,,325000.0,Mauro Peinipil,2544,M. Peinipil,23,65,72,178,75,Right,65,DF,7,1400000,2000,240,56,36,52,63,33,271,56,57,36,57,65,330,72,75,70,54,59,296,52,64,79,56,45,299,56,61,66,61,55,181,61,63,57,48,11,9,12,8,8,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Platense,20,2002,17,17,"1,524",16.9,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,3000000.0,Marco Pellegrino,2339,M. Pellegrino,19,66,78,180,80,Right,68,DF,12,1900000,2000,256,49,33,68,66,40,216,50,26,30,59,51,308,64,64,60,58,62,287,63,71,59,63,31,233,56,64,32,38,43,207,63,76,68,48,7,8,11,13,9,2,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,64.0
ar ARG,DF,Vélez Sarsfield,21,2001,2,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,250000.0,Patricio Pernicone,2907,P. Pernicone,20,63,74,183,77,Right,65,DF,11,975000,2000,208,33,27,60,55,33,215,45,35,30,50,55,275,54,52,56,56,57,281,45,72,62,71,31,230,67,58,27,37,41,196,61,67,68,57,10,15,10,9,13,3,Low,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Platense,21,2001,5,2,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,150000.0,Juan Pignani,2542,J. Pignani,20,65,75,190,80,Right,67,DF,10,1500000,2000,239,45,33,58,74,29,275,63,55,40,55,62,300,61,61,65,61,52,283,42,61,74,67,39,253,62,65,50,34,42,199,66,68,65,48,12,12,7,6,11,3,Low,High,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Arsenal,21,2001,20,20,"1,705",18.9,1,0,1,1,0,0,7,1,0.05,0.0,0.05,0.05,0.05,,,,,,,,,,,,,500000.0,Joaquín Pombo,2732,J. Pombo,21,64,74,192,84,Left,66,DF,10,1200000,2000,202,27,29,64,50,32,169,35,30,29,35,40,244,52,50,38,61,43,264,39,57,65,75,28,235,69,62,28,32,44,196,64,67,65,47,11,9,10,9,8,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Talleres,22,2000,19,17,"1,424",15.8,1,0,1,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,,,,,,,,,,,,,3000000.0,Juan Portillo,1572,J. Portillo,22,71,77,182,75,Right,73,DF,6,2800000,8000,296,59,55,64,71,47,289,67,43,41,70,68,378,82,77,76,63,80,363,65,84,82,75,57,323,83,68,57,66,49,208,70,70,68,45,14,5,14,7,5,4,Low,High,1,,23.0,,,,,,,,,,,22.0,,,,LigaProfesionalArgentina,68.0
uy URU,DF,Barracas Central,21,2001,7,6,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50000.0,Fernando Prado,2934,F. Prado,21,63,70,170,68,Left,64,DF,7,925000,2000,231,54,34,49,65,29,259,55,41,43,58,62,328,66,67,65,60,70,285,55,67,63,71,29,266,69,61,45,45,46,181,58,62,61,56,11,10,15,10,10,3,Medium,Medium,1,,23.0,,,,,,,,,,,16.0,,,,LigaProfesionalArgentina,61.0
ar ARG,DF,Banfield,21,2001,18,15,"1,358",15.1,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,,,,,,,,,,,,,4200000.0,Aaron Quirós,2734,A. Quirós,20,64,77,174,72,Left,64,DF,13,1300000,2000,216,58,21,57,59,21,242,44,50,35,57,56,299,62,62,41,60,74,263,41,78,61,51,32,234,61,62,43,25,43,197,64,64,69,42,12,6,10,7,7,2,Medium,Medium,1,,,,,,,,,,,,,,,,,,
py PAR,"DF,MF",Rosario Central,22,2000,26,26,"2,246",25.0,1,5,6,1,0,0,1,1,0.04,0.2,0.24,0.04,0.24,,,,,,,,,,,,,50000.0,Alan Rodríguez,1211,Alex Rodríguez,20,58,70,178,73,Right,58,DF,12,475000,3000,205,59,22,52,44,28,193,52,36,32,25,48,296,55,64,45,60,72,233,26,66,54,58,29,229,54,59,44,36,36,169,52,57,60,65,14,15,11,10,15,3,Medium,Medium,1,,1.0,,,,,,,,,,,0.0,,,,LigaProfesionalArgentina,59.0
ar ARG,"MF,DF",Independiente,18,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,300000.0,Santiago Salle,3200,S. Salle,18,61,73,182,75,Right,63,DF,12,725000,650,285,62,53,62,61,47,281,63,61,46,53,58,308,61,67,58,64,58,303,65,63,56,72,47,278,54,54,63,57,50,168,56,57,55,55,5,12,12,14,12,3,Medium,Medium,1,,,,,,,,,,,,,,,,,,
ar ARG,DF,Godoy Cruz,23,1999,10,4,478,5.3,1,0,1,1,0,0,4,1,0.19,0.0,0.19,0.19,0.19,,,,,,,,,,,,,150000.0,Brian Salvareschi,1967,B. Salvareschi,23,68,75,188,84,Right,70,DF,7,2200000,4000,218,27,31,72,62,26,216,44,27,29,59,57,308,57,63,59,67,62,301,44,80,74,78,25,246,75,63,32,39,37,200,65,70,65,56,8,15,12,12,9,3,Low,Medium,1,,25.0,,,,,,,,,,,28.0,,,,LigaProfesionalArgentina,63.0
ar ARG,DF,Gimnasia–LP,18,2004,26,26,"2,323",25.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,200000.0,Felipe Sánchez,3056,F. Sánchez,18,62,74,184,78,Right,64,DF,12,875000,800,224,38,23,69,59,35,172,38,27,26,45,36,303,61,61,58,59,64,267,39,76,72,57,23,242,63,64,33,39,43,187,65,64,58,55,9,11,15,12,8,2,Low,Medium,1,,,,,,,,,,,,,,,,,,
